date,close,volume,hold
2022-07-15,530.5,7.0,7.0
2022-07-19,568.6,2.0,6.0
2022-07-21,564.7,3.0,6.0
2022-08-24,610.0,1.0,2.0
2022-08-25,610.0,1.0,1.0
2022-09-23,580.0,9.0,356.0
2022-09-26,556.0,36.0,328.0
2022-09-27,569.8,1.0,328.0
2022-09-29,574.0,2.0,327.0
2022-09-30,574.3,178.0,505.0
2022-10-19,588.8,2.0,506.0
2022-10-26,602.0,100.0,606.0
2022-10-27,610.4,201.0,807.0
2022-11-01,610.4,150.0,957.0
2022-11-14,612.0,1.0,957.0
2022-11-17,601.9,5.0,962.0
2022-11-21,588.0,1.0,962.0
2022-11-25,568.4,3.0,963.0
2022-11-28,557.3,3.0,965.0
2022-11-30,580.3,1.0,964.0
2022-12-01,587.5,422.0,574.0
2022-12-02,587.0,39.0,612.0
2022-12-05,580.0,2.0,611.0
2022-12-06,559.9,1.0,612.0
2022-12-07,542.9,7.0,618.0
2022-12-09,515.7,4.0,619.0
2022-12-12,521.0,4.0,617.0
2022-12-14,541.6,10.0,616.0
2022-12-15,550.0,9.0,619.0
2022-12-19,543.0,5.0,620.0
2022-12-20,549.0,3.0,621.0
2022-12-21,543.7,8.0,624.0
2022-12-22,553.4,75.0,555.0
2022-12-23,548.4,7.0,557.0
2022-12-26,565.1,10.0,556.0
2022-12-27,571.3,6.0,557.0
2022-12-28,562.9,7.0,559.0
2022-12-29,555.7,21.0,562.0
2022-12-30,560.9,8.0,558.0
2023-01-03,564.7,31.0,567.0
2023-01-04,544.3,15.0,568.0
2023-01-05,528.0,20.0,575.0
2023-01-06,533.0,8.0,578.0
2023-01-09,528.0,17.0,585.0
2023-01-10,525.0,13.0,590.0
2023-01-11,527.1,4.0,589.0
2023-01-12,540.1,20.0,587.0
2023-01-13,541.1,17.0,586.0
2023-01-16,545.5,10.0,587.0
2023-01-17,549.2,114.0,684.0
2023-01-18,561.9,35.0,694.0
2023-01-19,548.8,68.0,647.0
2023-01-20,562.8,20.0,651.0
2023-01-30,553.1,59.0,668.0
2023-01-31,543.0,85.0,688.0
2023-02-01,553.8,92.0,721.0
2023-02-02,538.1,261.0,736.0
2023-02-03,533.9,37.0,744.0
2023-02-06,521.9,213.0,879.0
2023-02-07,535.5,114.0,880.0
2023-02-08,545.0,90.0,927.0
2023-02-09,552.8,62.0,935.0
2023-02-10,547.8,43.0,944.0
2023-02-13,553.5,175.0,943.0
2023-02-14,560.4,101.0,978.0
2023-02-15,552.0,101.0,1005.0
2023-02-16,560.9,151.0,987.0
2023-02-17,556.0,218.0,994.0
2023-02-20,552.7,344.0,1029.0
2023-02-21,548.0,268.0,1090.0
2023-02-22,545.5,153.0,1117.0
2023-02-23,537.8,180.0,1184.0
2023-02-24,550.6,235.0,1237.0
2023-02-27,546.8,1625.0,1999.0
2023-02-28,547.8,1614.0,2600.0
2023-03-01,555.6,1835.0,3234.0
2023-03-02,555.9,2376.0,3561.0
2023-03-03,562.5,2029.0,3533.0
2023-03-06,564.0,3019.0,3787.0
2023-03-07,577.4,2879.0,3803.0
2023-03-08,562.4,3042.0,4010.0
2023-03-09,559.6,3570.0,4190.0
2023-03-10,546.9,3197.0,4264.0
2023-03-13,554.2,3683.0,4411.0
