date,close,volume,hold
2023-09-11,600.8,1.0,16.0
2023-10-10,590.0,14.0,26.0
2023-10-11,591.4,9.0,19.0
2023-10-13,589.6,1.0,19.0
2023-10-16,610.1,7.0,16.0
2023-10-18,614.1,3.0,16.0
2023-11-07,600.1,1.0,16.0
2023-11-09,587.4,1.0,17.0
2023-11-10,580.0,2.0,17.0
2023-11-27,571.9,1.0,13.0
2023-12-06,560.0,4.0,14.0
2023-12-07,549.0,1.0,14.0
2023-12-27,569.0,3.0,14.0
2023-12-29,547.3,1.0,14.0
2024-01-26,576.1,2.0,15.0
2024-01-29,592.6,1.0,16.0
2024-02-01,574.5,3.0,14.0
2024-02-02,564.5,1.0,15.0
2024-02-07,556.7,1.0,15.0
2024-02-19,580.1,1.0,15.0
2024-02-20,585.2,2.0,15.0
2024-02-21,577.5,2.0,15.0
2024-02-22,578.2,2.0,17.0
2024-02-23,581.2,5.0,20.0
2024-02-27,580.8,2.0,21.0
2024-02-29,577.7,6.0,23.0
2024-03-01,577.9,64.0,63.0
2024-03-04,582.8,16.0,65.0
2024-03-05,579.2,53.0,101.0
2024-03-06,578.3,13.0,102.0
2024-03-07,583.3,42.0,124.0
2024-03-08,588.1,19.0,134.0
2024-03-11,575.9,39.0,154.0
2024-03-12,582.7,13.0,153.0
2024-03-13,582.9,13.0,155.0
2024-03-14,593.0,45.0,151.0
2024-03-15,603.1,20.0,154.0
2024-03-18,606.3,115.0,198.0
2024-03-19,612.3,62.0,205.0
2024-03-20,613.6,121.0,217.0
2024-03-21,611.3,108.0,236.0
2024-03-22,607.7,84.0,250.0
2024-03-25,608.5,58.0,253.0
2024-03-26,613.9,15.0,249.0
2024-03-27,606.2,61.0,239.0
2024-03-28,615.0,61.0,253.0
2024-03-29,625.0,100.0,268.0
2024-04-01,625.1,111.0,295.0
2024-04-02,629.5,181.0,384.0
2024-04-03,636.6,79.0,390.0
2024-04-08,637.7,180.0,408.0
2024-04-09,641.5,165.0,448.0
2024-04-10,638.3,70.0,459.0
2024-04-11,643.9,139.0,482.0
2024-04-12,648.3,149.0,509.0
2024-04-15,643.2,528.0,548.0
2024-04-16,649.2,342.0,636.0
2024-04-17,645.3,142.0,637.0
2024-04-18,627.0,338.0,612.0
2024-04-19,636.4,813.0,683.0
2024-04-22,617.9,626.0,599.0
2024-04-23,623.0,238.0,627.0
2024-04-24,633.8,373.0,645.0
2024-04-25,632.3,189.0,664.0
2024-04-26,637.3,671.0,734.0
2024-04-29,633.5,772.0,887.0
2024-04-30,631.5,762.0,877.0
