date,close,volume,hold
2024-04-01,590.0,5.0,1.0
2024-04-03,600.8,10.0,4.0
2024-04-08,597.5,2.0,6.0
2024-04-15,620.2,2.0,8.0
2024-04-16,606.0,5.0,11.0
2024-05-06,582.6,1.0,15.0
2024-05-09,588.8,2.0,15.0
2024-05-10,581.4,5.0,17.0
2024-05-13,586.3,2.0,17.0
2024-05-20,584.3,2.0,18.0
2024-05-27,582.2,1.0,17.0
2024-05-31,586.1,1.0,18.0
2024-06-04,560.5,2.0,19.0
2024-06-05,554.6,2.0,20.0
2024-06-11,575.1,1.0,20.0
2024-06-19,592.0,2.0,19.0
2024-06-20,596.0,2.0,20.0
2024-07-03,611.2,2.0,22.0
2024-07-04,603.0,3.0,22.0
2024-07-10,592.7,1.0,22.0
2024-07-15,588.1,2.0,22.0
2024-07-30,557.6,4.0,25.0
2024-08-01,565.1,2.0,26.0
2024-08-02,570.8,1.0,26.0
2024-08-05,547.7,1.0,25.0
2024-08-06,534.0,1.0,24.0
2024-08-14,554.2,1.0,23.0
2024-08-15,547.7,2.0,22.0
2024-08-20,532.1,1.0,23.0
2024-08-21,529.6,6.0,25.0
2024-08-22,525.1,1.0,24.0
2024-08-26,537.3,1.0,25.0
2024-08-27,553.1,3.0,24.0
2024-08-30,538.6,1.0,25.0
2024-09-02,522.3,11.0,30.0
2024-09-04,514.1,2.0,30.0
2024-09-05,505.8,3.0,32.0
2024-09-06,502.7,1.0,32.0
2024-09-09,497.5,33.0,38.0
2024-09-10,496.2,4.0,37.0
2024-09-11,489.0,21.0,37.0
2024-09-12,497.3,14.0,35.0
2024-09-13,503.3,8.0,36.0
2024-09-18,506.0,7.0,34.0
2024-09-19,502.7,4.0,32.0
2024-09-20,509.1,6.0,31.0
2024-09-24,511.1,3.0,33.0
2024-09-26,495.8,135.0,128.0
2024-09-27,501.5,4.0,131.0
2024-09-30,509.2,7.0,131.0
2024-10-08,553.5,22.0,141.0
2024-10-09,537.0,99.0,86.0
2024-10-10,537.4,18.0,81.0
2024-10-11,547.6,31.0,63.0
2024-10-15,527.3,20.0,68.0
2024-10-16,527.3,75.0,114.0
2024-10-17,519.9,71.0,168.0
2024-10-18,525.2,29.0,182.0
2024-10-21,516.2,15.0,186.0
2024-10-22,525.2,6.0,185.0
2024-10-23,530.3,185.0,103.0
2024-10-24,528.7,15.0,106.0
2024-10-25,523.8,18.0,112.0
2024-10-28,515.4,166.0,184.0
2024-10-29,503.8,145.0,235.0
2024-10-30,507.4,74.0,265.0
2024-10-31,512.9,53.0,287.0
2024-11-01,521.8,23.0,281.0
2024-11-04,520.6,60.0,290.0
2024-11-05,524.1,319.0,196.0
2024-11-06,524.2,94.0,165.0
2024-11-07,531.7,116.0,151.0
2024-11-08,528.5,49.0,169.0
2024-11-11,524.5,63.0,168.0
2024-11-12,517.1,232.0,253.0
2024-11-13,518.0,78.0,269.0
2024-11-14,515.9,51.0,274.0
2024-11-15,514.0,51.0,270.0
2024-11-18,510.6,58.0,269.0
2024-11-19,524.4,55.0,254.0
2024-11-20,523.2,236.0,201.0
2024-11-21,522.9,107.0,209.0
2024-11-22,530.2,57.0,195.0
2024-11-25,531.7,55.0,204.0
2024-11-26,523.0,153.0,220.0
2024-11-27,523.7,143.0,231.0
2024-11-28,520.1,134.0,234.0
2024-11-29,523.5,89.0,250.0
2024-12-02,523.3,108.0,257.0
2024-12-03,522.7,152.0,292.0
2024-12-04,532.5,232.0,283.0
2024-12-05,521.7,184.0,328.0
2024-12-06,519.1,109.0,355.0
2024-12-09,518.0,158.0,365.0
2024-12-10,519.6,128.0,365.0
2024-12-11,525.3,186.0,373.0
2024-12-12,532.5,213.0,399.0
2024-12-13,535.6,334.0,379.0
2024-12-16,540.7,183.0,375.0
2024-12-17,541.5,200.0,374.0
2024-12-18,534.6,235.0,377.0
2024-12-19,536.8,353.0,410.0
2024-12-20,530.8,519.0,420.0
2024-12-23,536.0,954.0,594.0
2024-12-24,534.6,1104.0,975.0
2024-12-25,541.5,652.0,1109.0
2024-12-26,540.7,596.0,1361.0
2024-12-27,537.3,3370.0,2238.0
2024-12-30,543.6,2347.0,2703.0
2024-12-31,552.2,3912.0,3567.0
2025-01-02,554.1,2421.0,4006.0
2025-01-03,564.1,3999.0,4810.0
2025-01-06,567.8,3397.0,5239.0
2025-01-07,567.5,4625.0,5540.0
2025-01-08,572.6,5216.0,6335.0
2025-01-09,565.9,4566.0,6470.0
2025-01-10,573.1,3321.0,6509.0
2025-01-13,610.1,13124.0,8523.0
2025-01-14,600.1,11258.0,8719.0
2025-01-15,612.1,22105.0,11838.0
2025-01-16,621.5,19123.0,12247.0
2025-01-17,619.5,13774.0,12792.0
2025-01-20,608.1,15176.0,13510.0
2025-01-21,606.2,19699.0,13928.0
2025-01-22,604.9,17371.0,15022.0
2025-01-23,597.2,20825.0,14162.0
2025-01-24,593.5,22415.0,14083.0
2025-01-27,591.4,17864.0,16585.0
2025-02-05,590.5,13525.0,17270.0
2025-02-06,582.8,27177.0,18066.0
2025-02-07,582.8,33951.0,20045.0
2025-02-10,585.7,31777.0,21839.0
2025-02-11,590.6,29228.0,24059.0
2025-02-12,591.6,28050.0,25595.0
2025-02-13,565.2,61818.0,24898.0
2025-02-14,567.5,37396.0,26176.0
2025-02-17,557.9,63192.0,30149.0
2025-02-18,561.8,61882.0,31433.0
2025-02-19,565.4,98503.0,32519.0
2025-02-20,564.0,92646.0,34102.0
2025-02-21,562.0,83665.0,33089.0
2025-02-24,545.9,113067.0,35616.0
2025-02-25,551.7,83150.0,32455.0
2025-02-26,539.1,113090.0,31794.0
2025-02-27,537.2,105012.0,30448.0
2025-02-28,540.0,100897.0,26931.0
2025-03-03,538.6,97978.0,27444.0
2025-03-04,521.3,122559.0,28163.0
2025-03-05,518.5,121045.0,27201.0
2025-03-06,509.6,140979.0,27674.0
2025-03-07,512.5,109610.0,25905.0
2025-03-10,520.8,126226.0,23729.0
2025-03-11,516.5,101088.0,23605.0
2025-03-12,515.1,93314.0,22041.0
