date,open,high,low,close,volume,hold,settle
2022-03-04,482.5,482.5,482.5,482.5,1,1,482.5
2022-03-07,515.1,521.1,515.1,521.1,2,3,518.1
2022-03-08,518.1,551.9,518.1,524.1,4,4,528.0
2022-03-09,538.0,538.0,538.0,538.0,1,3,538.0
2022-03-10,505.0,505.0,468.0,479.0,6,3,478.1
2022-03-11,488.4,509.4,445.0,445.0,6,4,478.0
2022-03-15,470.1,470.1,466.3,468.9,3,6,468.4
2022-03-16,468.4,468.4,468.4,468.4,2,6,468.4
2022-03-18,480.5,484.9,476.1,483.8,13,11,482.3
2022-03-24,497.4,497.4,497.4,497.4,2,11,497.4
2022-03-25,522.9,522.9,522.9,522.9,1,11,522.9
2022-03-29,495.7,495.7,477.4,477.4,2,12,486.5
2022-03-30,455.4,480.0,455.4,480.0,3,12,465.1
2022-03-31,485.2,485.2,485.2,485.2,1,12,485.2
2022-04-01,485.2,485.2,485.2,485.2,1,11,485.2
2022-04-07,494.9,494.9,494.9,494.9,1,11,494.9
2022-04-08,504.9,504.9,504.9,504.9,1,12,504.9
2022-04-12,505.0,505.0,505.0,505.0,1,12,505.0
2022-04-13,515.0,515.1,515.0,515.1,2,12,515.0
2022-04-15,533.5,533.5,533.5,533.5,2,12,533.5
2022-04-26,496.0,500.5,494.9,496.0,7,11,497.5
2022-04-29,507.4,507.4,507.4,507.4,1,11,507.4
2022-05-05,533.1,533.1,533.1,533.1,1,12,533.1
2022-05-10,500.5,500.5,496.0,500.0,3,13,498.8
2022-05-12,511.5,511.5,511.5,511.5,1,13,511.5
2022-05-13,510.4,510.4,510.4,510.4,1,14,510.4
2022-05-17,543.2,543.2,543.2,543.2,2,14,543.2
2022-05-20,556.9,556.9,556.9,556.9,2,16,556.9
2022-05-27,557.7,557.7,557.7,557.7,1,17,557.7
2022-05-31,553.0,555.0,553.0,555.0,2,19,554.0
2022-06-01,535.1,535.2,535.1,535.2,2,19,535.1
2022-06-02,535.1,535.1,535.1,535.1,2,19,535.1
2022-06-06,535.1,535.1,535.1,535.1,1,19,535.1
2022-06-07,564.5,564.5,564.5,564.5,1,18,564.5
2022-06-08,566.9,566.9,566.9,566.9,1,17,566.9
2022-06-10,577.0,577.0,577.0,577.0,1,17,577.0
2022-06-14,550.0,550.0,550.0,550.0,1,17,550.0
2022-06-15,566.0,566.0,550.0,550.0,2,17,558.0
2022-06-17,539.0,539.0,539.0,539.0,1,17,539.0
2022-06-22,524.0,524.0,524.0,524.0,1,17,524.0
2022-06-23,524.0,528.0,524.0,528.0,2,15,526.0
2022-07-01,507.1,507.1,504.8,504.8,2,15,505.9
2022-07-04,500.5,500.5,500.5,500.5,1,15,500.5
2022-07-06,484.8,484.9,484.8,484.9,2,16,484.8
2022-07-07,449.4,449.4,445.5,445.5,2,15,447.4
2022-07-11,485.0,485.0,485.0,485.0,1,15,485.0
2022-07-18,452.0,452.0,452.0,452.0,1,15,452.0
2022-07-19,462.8,462.8,462.8,462.8,1,15,462.8
2022-07-20,462.8,462.8,462.8,462.8,1,15,462.8
2022-09-01,514.3,514.3,514.3,514.3,12,15,514.3
2022-09-06,492.7,492.7,492.7,492.7,1,16,492.7
2022-09-07,494.9,494.9,484.9,484.9,2,17,489.9
2022-09-08,481.0,481.0,481.0,481.0,1,16,481.0
2022-09-14,492.1,492.1,492.1,492.1,1,15,492.1
2022-09-15,500.8,500.8,500.8,500.8,1,15,500.8
2022-10-12,559.2,559.2,559.2,559.2,1,14,559.2
2022-10-28,543.3,543.3,543.3,543.3,10,14,543.3
2022-11-08,529.6,568.7,529.6,568.7,2,14,549.1
2022-11-09,514.1,514.1,514.1,514.1,1,15,514.1
2022-11-10,545.5,545.5,545.5,545.5,1,15,545.5
2022-11-22,508.4,508.7,508.4,508.7,2,16,508.5
2022-11-24,518.5,518.5,518.5,518.5,1,17,518.5
2022-11-25,533.0,533.0,533.0,533.0,1,17,533.0
2022-11-29,536.3,540.0,527.2,540.0,5,19,533.5
2022-12-02,535.0,535.0,535.0,535.0,2,17,535.0
2022-12-13,525.0,525.0,525.0,525.0,1,17,525.0
2022-12-19,525.0,525.0,525.0,525.0,2,15,525.0
2022-12-28,551.3,552.9,551.3,552.9,2,16,552.1
2022-12-29,552.1,552.1,552.1,552.1,10,16,552.1
2023-01-06,528.0,528.0,528.0,528.0,1,16,528.0
2023-01-09,531.8,531.8,531.8,531.8,1,17,531.8
2023-01-12,512.3,535.8,512.3,535.8,3,17,527.9
2023-01-13,523.8,532.4,522.0,522.0,4,15,525.5
2023-02-02,536.3,536.3,536.3,536.3,1,15,536.3
2023-02-07,524.0,524.0,524.0,524.0,1,14,524.0
2023-03-07,553.1,553.1,553.1,553.1,1,15,553.1
2023-03-15,535.9,535.9,525.9,525.9,3,17,532.5
2023-03-16,511.0,517.1,511.0,517.1,4,17,514.0
2023-03-17,507.1,507.1,507.1,507.1,2,15,507.1
2023-03-23,507.0,507.0,507.0,507.0,1,15,507.0
2023-03-28,516.0,516.0,515.9,515.9,3,18,515.9
2023-04-04,537.5,537.5,537.5,537.5,1,18,537.5
2023-04-25,530.3,530.3,530.3,530.3,1,17,530.3
2023-04-27,521.7,521.7,521.7,521.7,2,17,521.7
2023-05-04,500.0,500.0,497.6,498.3,5,17,498.3
2023-05-18,503.0,503.0,503.0,503.0,1,18,503.0
2023-06-01,499.0,499.0,499.0,499.0,1,18,499.0
2023-06-21,518.8,518.8,518.2,518.3,6,21,518.3
2023-06-26,518.3,518.3,515.0,515.0,5,22,517.6
