date,open,high,low,close,volume,hold,settle
2023-09-05,548.1,548.9,548.1,548.9,5,5,548.3
2023-09-06,546.3,546.3,546.3,546.3,1,4,546.3
2023-09-07,555.3,565.6,555.3,565.5,15,11,562.2
2023-09-08,565.6,570.0,565.6,570.0,4,11,568.9
2023-09-11,573.3,573.4,568.1,570.1,10,10,569.9
2023-09-15,577.1,577.1,577.1,577.1,1,11,577.1
2023-09-19,573.2,573.2,573.2,573.2,1,12,573.2
2023-09-20,572.0,572.0,571.0,571.0,2,13,571.5
2023-09-22,571.2,571.2,571.2,571.2,1,13,571.2
2023-09-27,573.9,573.9,573.9,573.9,1,14,573.9
2023-09-28,574.3,574.3,574.3,574.3,1,13,574.3
2023-10-11,549.9,549.9,549.9,549.9,1,14,549.9
2023-10-16,554.1,565.5,554.1,554.2,3,13,557.9
2023-10-18,562.9,562.9,562.9,562.9,1,14,562.9
2023-10-20,564.1,567.8,564.1,567.8,4,18,566.6
2023-10-24,571.6,571.6,565.2,565.2,2,17,568.4
2023-10-25,562.3,562.3,560.3,560.3,2,16,561.3
2023-10-27,570.0,570.0,570.0,570.0,1,17,570.0
2023-10-31,566.0,567.7,563.1,563.1,3,16,565.6
2023-11-07,561.7,577.8,561.7,577.8,3,17,567.0
2023-11-08,543.6,543.6,533.1,533.1,15,20,539.7
2023-11-09,531.3,531.3,531.3,531.3,1,21,531.3
2023-11-14,538.1,539.9,536.6,538.2,47,66,537.5
2023-11-15,539.8,539.8,539.8,539.8,1,66,539.8
2023-11-16,533.3,533.9,533.3,533.9,125,191,533.4
2023-11-17,534.2,534.2,529.4,529.4,5,192,530.9
2023-11-20,539.8,543.2,539.8,543.2,2,191,541.5
2023-11-21,538.1,543.1,538.1,543.1,2,190,540.6
2023-11-27,534.1,534.1,534.1,534.1,1,190,534.1
2023-12-01,538.7,538.7,538.7,538.7,1,190,538.7
2023-12-07,525.2,528.5,525.2,528.5,2,190,526.8
2023-12-08,530.0,530.1,530.0,530.1,4,191,530.0
2023-12-19,533.1,533.1,533.1,533.1,1,191,533.1
2023-12-21,546.0,546.0,546.0,546.0,1,191,546.0
2024-01-03,530.0,530.0,524.9,524.9,3,190,528.3
2024-02-20,550.2,550.2,550.0,550.0,3,190,550.1
2024-02-21,540.0,540.0,540.0,540.0,1,191,540.0
2024-02-23,543.8,543.8,543.8,543.8,1,192,543.8
2024-02-27,536.0,536.0,536.0,536.0,1,192,536.0
2024-02-29,545.0,550.0,545.0,545.2,7,194,546.4
2024-03-01,542.9,542.9,542.9,542.9,2,194,542.9
2024-03-04,550.1,550.1,550.1,550.1,1,194,550.1
2024-03-18,555.5,555.5,555.5,555.5,1,194,555.5
2024-03-20,562.4,562.4,562.4,562.4,1,195,562.4
2024-03-21,557.6,557.6,557.6,557.6,1,195,557.6
2024-03-26,570.9,571.0,566.1,566.1,3,195,569.3
2024-03-27,565.3,565.3,565.2,565.2,2,195,565.2
2024-03-28,569.0,569.0,569.0,569.0,1,196,569.0
2024-03-29,567.2,570.8,567.2,570.0,3,194,569.3
2024-04-03,573.8,573.8,573.8,573.8,3,194,573.8
2024-04-12,582.0,582.0,582.0,582.0,1,194,582.0
2024-04-15,594.7,595.0,594.7,595.0,3,193,594.8
2024-04-16,592.0,598.3,592.0,598.2,15,194,594.8
2024-04-17,594.1,594.1,594.1,594.1,1,194,594.1
2024-04-22,580.0,580.0,580.0,580.0,1,193,580.0
2024-04-24,596.3,596.3,595.7,595.7,2,194,596.0
2024-04-25,593.9,596.8,592.8,592.8,3,194,594.5
2024-05-06,567.8,567.8,567.8,567.8,1,194,567.8
2024-05-10,578.4,578.4,578.4,578.4,170,24,578.4
2024-05-13,567.9,567.9,567.8,567.8,3,25,567.8
2024-05-14,571.8,580.6,571.8,579.8,3,26,577.4
2024-05-15,568.3,568.3,567.9,567.9,2,26,568.1
2024-05-16,566.8,566.8,551.0,562.3,20,24,558.6
2024-05-17,565.2,565.2,565.2,565.2,1,23,565.2
