date,close,volume,hold
2024-05-09,579.0,5.0,39.0
2024-05-10,580.3,6.0,38.0
2024-05-13,576.3,1.0,39.0
2024-05-15,575.0,7.0,46.0
2024-05-20,578.5,4.0,33.0
2024-06-04,563.7,13.0,39.0
2024-06-05,559.7,9.0,41.0
2024-06-06,557.6,3.0,41.0
2024-06-07,564.4,2.0,42.0
2024-06-19,589.5,6.0,47.0
2024-06-20,590.0,26.0,52.0
2024-06-21,590.2,3.0,53.0
2024-06-24,585.7,5.0,54.0
2024-07-05,597.8,2.0,56.0
2024-07-25,556.7,8.0,65.0
2024-07-26,563.2,4.0,66.0
2024-07-29,562.4,22.0,66.0
2024-07-30,552.7,11.0,70.0
2024-08-01,563.8,6.0,70.0
2024-08-02,556.9,8.0,73.0
2024-08-05,530.0,9.0,76.0
2024-08-06,530.0,10.0,74.0
2024-08-07,524.8,7.0,74.0
2024-08-08,535.2,4.0,72.0
2024-08-09,536.6,8.0,74.0
2024-08-12,543.5,8.0,73.0
2024-08-15,543.7,5.0,70.0
2024-08-19,539.9,8.0,72.0
2024-08-20,526.3,6.0,72.0
2024-08-21,531.3,31.0,85.0
2024-08-22,524.4,10.0,84.0
2024-08-23,530.1,11.0,82.0
2024-08-26,539.5,16.0,77.0
2024-08-27,542.6,7.0,78.0
2024-08-28,534.2,10.0,79.0
2024-08-29,530.9,8.0,80.0
2024-08-30,531.4,1.0,80.0
2024-09-02,517.5,14.0,87.0
2024-09-03,521.9,6.0,87.0
2024-09-04,504.9,27.0,97.0
2024-09-05,502.0,15.0,100.0
2024-09-06,500.5,17.0,102.0
2024-09-09,497.0,15.0,104.0
2024-09-10,496.8,12.0,105.0
2024-09-11,486.2,16.0,108.0
2024-09-12,492.8,5.0,109.0
2024-09-13,505.2,3.0,109.0
2024-09-18,502.7,5.0,108.0
2024-09-19,505.0,7.0,106.0
2024-09-20,504.0,13.0,108.0
2024-09-23,507.6,11.0,111.0
2024-09-24,505.7,19.0,121.0
2024-09-25,506.0,22.0,131.0
2024-09-26,491.7,94.0,185.0
2024-09-27,495.8,43.0,178.0
2024-09-30,505.1,28.0,180.0
2024-10-08,547.1,56.0,169.0
2024-10-09,533.0,163.0,148.0
2024-10-10,532.5,36.0,153.0
2024-10-11,544.0,37.0,146.0
2024-10-14,540.3,15.0,145.0
2024-10-15,523.1,38.0,164.0
2024-10-16,521.0,28.0,165.0
2024-10-17,517.3,20.0,173.0
2024-10-18,523.2,20.0,173.0
2024-10-21,511.8,15.0,178.0
2024-10-22,520.1,6.0,177.0
2024-10-23,527.3,14.0,173.0
2024-10-24,526.9,6.0,179.0
2024-10-25,519.6,8.0,184.0
2024-10-28,512.7,33.0,195.0
2024-10-29,503.3,190.0,273.0
2024-10-30,507.1,103.0,293.0
2024-10-31,511.3,28.0,289.0
2024-11-01,519.0,40.0,278.0
2024-11-04,517.4,13.0,276.0
2024-11-05,519.9,186.0,220.0
2024-11-06,517.9,36.0,207.0
2024-11-07,529.4,59.0,180.0
2024-11-08,525.2,11.0,175.0
2024-11-11,519.6,14.0,179.0
2024-11-12,514.9,230.0,212.0
2024-11-13,515.7,32.0,215.0
2024-11-14,514.6,72.0,243.0
2024-11-15,513.4,108.0,281.0
2024-11-18,509.0,207.0,352.0
2024-11-19,522.9,122.0,305.0
2024-11-20,519.0,238.0,228.0
2024-11-21,520.5,46.0,211.0
2024-11-22,526.5,45.0,211.0
2024-11-25,527.5,32.0,209.0
2024-11-26,519.7,60.0,225.0
2024-11-27,520.3,79.0,245.0
2024-11-28,517.8,33.0,251.0
2024-11-29,520.0,16.0,250.0
2024-12-02,518.3,68.0,247.0
2024-12-03,518.6,45.0,256.0
2024-12-04,527.3,66.0,253.0
2024-12-05,518.0,39.0,254.0
2024-12-06,516.5,23.0,257.0
2024-12-09,516.0,134.0,325.0
2024-12-10,515.2,37.0,330.0
2024-12-11,521.4,192.0,330.0
2024-12-12,527.9,141.0,370.0
2024-12-13,529.3,122.0,406.0
2024-12-16,534.9,73.0,409.0
2024-12-17,535.0,79.0,438.0
2024-12-18,528.9,75.0,410.0
2024-12-19,531.2,63.0,409.0
2024-12-20,525.5,30.0,411.0
2024-12-23,529.5,62.0,403.0
2024-12-24,528.4,79.0,401.0
2024-12-25,534.8,40.0,406.0
2024-12-26,534.7,17.0,411.0
2024-12-27,530.4,81.0,443.0
2024-12-30,536.8,42.0,438.0
2024-12-31,545.9,90.0,440.0
2025-01-02,547.8,56.0,446.0
2025-01-03,556.7,128.0,469.0
2025-01-06,559.9,86.0,473.0
