date,close,volume,hold
2024-05-09,587.6,4.0,2.0
2024-05-10,601.0,19.0,12.0
2024-05-13,579.9,4.0,12.0
2024-05-15,577.2,3.0,12.0
2024-05-20,579.0,2.0,12.0
2024-06-04,562.6,4.0,15.0
2024-06-05,554.4,2.0,15.0
2024-06-06,554.1,3.0,16.0
2024-06-07,565.4,4.0,17.0
2024-06-19,590.0,6.0,20.0
2024-06-20,591.4,16.0,28.0
2024-06-21,594.4,1.0,28.0
2024-06-24,592.9,1.0,28.0
2024-07-04,601.6,3.0,27.0
2024-07-10,585.0,2.0,27.0
2024-07-26,563.6,1.0,28.0
2024-07-29,563.0,2.0,28.0
2024-07-30,556.2,4.0,30.0
2024-08-01,559.2,1.0,29.0
2024-08-02,569.4,1.0,29.0
2024-08-05,525.0,11.0,37.0
2024-08-06,527.1,1.0,37.0
2024-08-07,525.4,5.0,39.0
2024-08-08,535.8,1.0,38.0
2024-08-09,542.2,1.0,37.0
2024-08-12,541.0,4.0,34.0
2024-08-15,546.6,4.0,34.0
2024-08-19,545.1,1.0,35.0
2024-08-20,529.2,7.0,35.0
2024-08-21,529.8,22.0,41.0
2024-08-22,523.3,6.0,42.0
2024-08-23,532.2,4.0,39.0
2024-08-26,542.0,7.0,38.0
2024-08-27,544.9,8.0,40.0
2024-08-28,539.1,2.0,42.0
2024-08-30,534.4,5.0,44.0
2024-09-02,519.8,19.0,48.0
2024-09-03,527.0,5.0,48.0
2024-09-04,505.0,15.0,46.0
2024-09-05,503.7,6.0,47.0
2024-09-06,501.6,13.0,47.0
2024-09-09,499.1,11.0,48.0
2024-09-10,495.9,5.0,50.0
2024-09-11,486.6,7.0,47.0
2024-09-12,488.6,3.0,48.0
2024-09-13,505.5,3.0,48.0
2024-09-18,505.2,2.0,47.0
2024-09-19,500.6,4.0,43.0
2024-09-20,508.0,7.0,43.0
2024-09-23,506.0,2.0,44.0
2024-09-24,509.5,7.0,49.0
2024-09-25,510.1,8.0,50.0
2024-09-26,494.0,102.0,129.0
2024-09-27,496.9,18.0,138.0
2024-09-30,506.2,18.0,131.0
2024-10-08,549.5,30.0,123.0
