date,open,high,low,close,volume,hold,settle
2021-10-27,504.2,510.0,504.2,510.0,2,2,507.1
2021-10-28,489.6,489.6,489.6,489.6,1,2,489.6
2021-11-19,484.2,484.2,484.2,484.2,1,2,484.2
2021-11-22,469.6,469.6,468.1,468.1,151,152,468.1
2021-11-30,459.2,459.2,459.2,459.2,1,152,459.2
2021-12-01,458.2,458.2,458.2,458.2,1,152,458.2
2021-12-08,469.0,469.0,469.0,469.0,150,2,469.0
2021-12-29,478.3,479.3,478.3,479.3,2,4,478.8
2022-01-07,497.1,502.8,497.1,502.8,2,4,499.9
2022-01-18,517.4,528.3,517.4,528.3,2,6,522.8
2022-01-19,528.6,528.6,528.6,528.6,1,6,528.6
2022-01-20,526.5,526.5,525.2,525.2,2,5,525.8
2022-01-26,513.6,521.8,513.3,521.6,88,28,519.4
2022-01-27,529.5,532.1,525.9,527.9,171,61,529.3
2022-01-28,532.5,539.9,522.9,525.3,306,113,529.8
2022-02-07,557.4,557.8,551.9,553.9,54,118,555.3
2022-02-08,553.9,554.3,547.8,551.1,222,158,551.5
2022-02-09,545.0,545.0,537.0,538.3,161,164,540.6
2022-02-10,540.2,546.5,534.8,542.9,72,175,543.4
2022-02-11,549.5,553.5,539.0,540.3,89,190,547.2
2022-02-14,549.0,566.1,547.4,561.3,263,194,552.3
2022-02-15,553.0,561.7,549.7,560.0,136,180,555.1
2022-02-16,548.0,550.6,539.8,543.9,172,185,544.3
2022-02-17,548.0,556.3,539.0,546.9,140,182,548.1
2022-02-18,547.1,551.3,541.2,546.7,268,183,545.4
2022-02-21,541.5,554.0,536.9,548.4,330,189,543.7
2022-02-22,552.0,573.1,552.0,571.5,141,226,562.7
2022-02-23,568.8,569.0,560.8,563.1,167,247,565.5
2022-02-24,564.0,593.4,562.0,588.6,208,278,577.4
2022-02-25,602.9,603.8,570.4,573.4,105,289,585.7
2022-02-28,562.0,586.0,555.0,578.5,186,282,564.4
2022-03-01,571.5,583.5,571.5,581.1,872,1031,576.2
2022-03-02,598.0,619.3,584.8,614.4,374,1110,598.5
2022-03-03,622.0,646.3,598.0,646.3,311,1097,630.1
2022-03-04,645.0,649.5,611.4,638.5,384,1005,632.2
2022-03-07,647.8,682.7,644.8,682.7,1127,1919,649.7
2022-03-08,698.8,721.1,673.6,721.1,327,1930,699.5
2022-03-09,718.2,754.9,715.3,742.0,352,1910,734.8
2022-03-10,707.4,707.4,639.2,640.9,414,1978,652.5
