date,open,high,low,close,volume,hold,settle
2025-08-01,492.0,505.5,492.0,495.0,4,1,496.8
2025-08-05,474.3,490.0,474.3,479.5,5,2,481.6
2025-08-07,476.4,476.4,476.4,476.4,1,3,476.4
2025-08-08,469.4,469.4,467.9,467.9,2,2,468.6
2025-08-11,468.2,468.2,466.4,466.4,2,3,467.3
2025-08-12,468.6,472.3,468.6,471.7,5,4,470.5
2025-08-13,466.7,468.8,466.7,468.8,2,5,467.7
2025-08-14,470.0,471.8,466.0,471.8,10,10,469.4
2025-08-15,473.4,473.4,473.4,473.4,1,10,473.4
2025-08-18,469.8,472.3,469.5,470.6,20,19,470.8
2025-08-19,468.5,472.8,468.5,472.8,4,19,471.2
2025-08-20,468.7,475.9,468.7,475.9,3,19,472.8
2025-08-21,476.4,483.4,476.4,481.3,10,21,481.1
2025-08-22,482.0,483.3,480.8,481.3,17,31,482.0
2025-08-25,482.9,483.2,481.2,481.3,12,37,482.2
2025-08-26,481.3,481.3,481.3,481.3,1,38,481.3
2025-08-27,479.8,479.8,473.3,477.2,3,38,476.7
2025-08-28,478.5,478.5,478.5,478.5,1,38,478.5
2025-08-29,477.6,477.6,475.5,475.5,2,40,476.5
2025-09-01,476.8,476.8,473.2,473.2,3,40,475.3
2025-09-03,482.8,482.8,482.8,482.8,1,39,482.8
2025-09-04,477.5,477.5,470.2,470.2,4,40,473.8
2025-09-05,469.4,469.4,468.8,469.0,8,45,469.0
2025-09-08,466.6,467.8,459.6,467.8,11,45,463.1
2025-09-09,468.7,469.2,465.2,469.2,4,46,467.4
2025-09-10,469.7,479.5,469.7,479.5,3,48,475.5
2025-09-11,482.0,484.0,478.8,484.0,19,46,482.0
2025-09-12,474.5,475.2,474.1,474.9,11,53,474.7
2025-09-15,483.3,483.3,481.9,482.7,11,53,482.4
2025-09-16,484.5,485.1,483.2,483.2,3,54,484.2
2025-09-17,487.5,487.5,487.5,487.5,1,54,487.5
2025-09-18,486.4,486.4,481.6,482.4,5,54,483.9
2025-09-19,483.8,483.8,482.2,482.2,2,54,483.0
2025-09-22,478.5,480.7,474.1,478.4,5,55,478.0
2025-09-23,473.5,473.9,472.0,472.0,6,55,472.8
2025-09-24,478.2,478.2,478.0,478.0,2,55,478.1
2025-09-25,486.1,486.1,485.4,485.4,3,57,485.8
2025-09-26,484.2,487.8,484.2,487.8,3,55,486.6
2025-09-29,493.5,493.5,492.1,492.1,2,55,492.8
2025-09-30,481.0,481.0,476.0,477.3,7,57,477.6
2025-10-09,469.5,471.3,466.0,469.1,10,54,469.5
2025-10-10,465.3,465.7,463.5,463.5,7,55,464.4
2025-10-13,455.9,459.1,449.0,456.0,19,59,454.1
2025-10-14,453.8,457.4,453.4,455.5,7,62,455.3
2025-10-15,451.3,451.3,449.1,449.1,5,60,450.6
2025-10-16,448.0,454.0,448.0,451.5,13,58,452.2
2025-10-17,449.8,450.6,440.5,444.4,15,63,445.5
2025-10-20,449.3,449.3,446.1,448.9,7,64,448.1
2025-10-21,446.0,446.7,446.0,446.7,2,66,446.3
2025-10-22,446.2,456.5,446.2,456.3,6,65,454.4
2025-10-23,457.0,466.4,457.0,466.4,5,61,462.2
2025-10-24,469.7,469.7,466.1,467.1,7,63,468.0
2025-10-27,468.2,471.7,467.2,469.5,10,65,469.3
2025-10-28,468.5,468.8,462.4,462.4,13,68,466.1
2025-10-29,461.4,462.2,459.5,461.3,6,67,460.8
2025-10-30,464.8,464.8,460.7,460.7,4,66,462.0
2025-10-31,458.4,465.4,458.4,462.8,138,162,461.8
2025-11-03,468.5,468.9,464.9,466.0,37,168,466.9
2025-11-04,463.3,464.6,463.3,463.8,3,167,463.9
2025-11-05,465.3,465.5,460.6,465.5,30,161,463.2
2025-11-06,460.4,462.6,459.8,462.0,16,167,461.1
2025-11-07,463.9,463.9,458.0,461.8,27,179,460.6
2025-11-10,461.4,464.4,461.4,464.4,5,181,463.2
2025-11-11,462.0,465.4,462.0,464.1,35,200,464.3
2025-11-12,467.5,472.6,467.5,470.5,78,255,470.8
2025-11-13,467.1,467.1,456.0,456.6,284,341,459.3
2025-11-14,459.1,466.1,459.0,460.7,31,343,462.1
2025-11-17,463.2,463.2,461.2,462.4,4,342,462.4
2025-11-18,466.0,466.2,459.8,460.2,52,380,461.1
