date,close,volume,hold
2022-11-15,584.3,2.0,103.0
2022-11-24,558.0,66.0,74.0
2022-12-05,570.0,2.0,73.0
2022-12-06,553.0,4.0,71.0
2022-12-07,536.0,15.0,70.0
2022-12-08,537.8,48.0,65.0
2022-12-19,544.1,1.0,64.0
2022-12-27,546.0,21.0,65.0
2023-01-04,543.9,4.0,63.0
2023-03-16,506.4,32.0,89.0
2023-03-17,510.7,9.0,90.0
2023-03-24,511.7,15.0,94.0
2023-03-27,512.6,21.0,93.0
2023-03-28,525.0,35.0,66.0
2023-03-29,530.0,7.0,62.0
2023-03-30,524.0,9.0,65.0
2023-04-03,563.8,29.0,68.0
2023-04-06,571.5,5.0,69.0
2023-04-07,571.1,8.0,70.0
2023-04-12,570.5,1.0,67.0
2023-04-17,578.7,6.0,67.0
2023-04-18,571.6,107.0,165.0
2023-04-20,556.6,9.0,164.0
2023-04-21,551.9,66.0,216.0
2023-04-24,546.7,7.0,215.0
2023-04-25,565.3,97.0,266.0
2023-04-26,555.0,96.0,342.0
2023-04-27,529.0,21.0,349.0
2023-04-28,533.0,24.0,353.0
2023-05-04,501.6,30.0,367.0
2023-05-05,502.3,17.0,372.0
2023-05-08,513.1,9.0,369.0
2023-05-09,519.3,53.0,410.0
2023-05-10,521.3,5.0,409.0
2023-05-11,521.2,14.0,403.0
2023-05-12,505.8,8.0,405.0
2023-05-15,501.7,13.0,412.0
2023-05-16,510.1,24.0,409.0
2023-05-17,506.6,6.0,411.0
2023-05-18,522.9,10.0,413.0
2023-05-19,520.9,19.0,421.0
2023-05-22,510.0,113.0,458.0
2023-05-23,517.7,30.0,449.0
2023-05-24,527.6,23.0,447.0
2023-05-25,528.0,53.0,440.0
2023-05-26,520.4,49.0,447.0
2023-05-29,529.2,20.0,443.0
2023-05-30,524.3,14.0,442.0
2023-05-31,504.5,74.0,421.0
2023-06-01,504.6,51.0,417.0
2023-06-02,517.9,108.0,382.0
2023-06-05,527.0,51.0,385.0
2023-06-06,523.3,24.0,386.0
2023-06-07,523.2,30.0,405.0
2023-06-08,530.3,37.0,410.0
2023-06-09,523.5,44.0,413.0
2023-06-12,515.0,8.0,410.0
2023-06-13,509.0,166.0,402.0
2023-06-14,523.1,35.0,398.0
2023-06-15,516.0,69.0,400.0
2023-06-16,526.3,65.0,396.0
2023-06-19,525.3,52.0,400.0
2023-06-20,532.0,69.0,410.0
2023-06-21,538.2,568.0,694.0
2023-06-26,532.4,137.0,710.0
2023-06-27,531.3,372.0,581.0
2023-06-28,523.2,243.0,585.0
2023-06-29,533.4,301.0,603.0
2023-06-30,534.8,202.0,598.0
2023-07-03,540.9,176.0,640.0
2023-07-04,540.0,234.0,660.0
2023-07-05,544.4,105.0,681.0
2023-07-06,549.1,177.0,692.0
2023-07-07,554.0,216.0,731.0
2023-07-10,557.9,166.0,749.0
2023-07-11,556.6,138.0,758.0
2023-07-12,564.2,341.0,778.0
2023-07-13,569.7,136.0,805.0
2023-07-14,573.4,181.0,846.0
2023-07-17,562.3,112.0,840.0
2023-07-18,562.8,119.0,836.0
2023-07-19,574.2,846.0,981.0
2023-07-20,571.1,1725.0,1285.0
2023-07-21,575.5,968.0,1518.0
2023-07-24,578.7,763.0,1539.0
2023-07-25,588.5,930.0,1566.0
2023-07-26,591.0,6237.0,1463.0
2023-07-27,591.8,7035.0,1478.0
2023-07-28,596.8,6189.0,1966.0
2023-07-31,599.0,4799.0,2014.0
2023-08-01,606.7,3636.0,2278.0
2023-08-02,611.3,4046.0,2316.0
2023-08-03,593.0,5122.0,2244.0
2023-08-04,608.5,4847.0,2271.0
2023-08-07,613.4,6106.0,2353.0
2023-08-08,608.0,3864.0,2423.0
2023-08-09,614.1,5693.0,2854.0
2023-08-10,621.4,6169.0,2910.0
2023-08-11,616.7,7377.0,3055.0
2023-08-14,616.9,10861.0,3696.0
2023-08-15,628.5,7442.0,3877.0
2023-08-16,616.2,7930.0,4175.0
2023-08-17,613.2,7950.0,4256.0
2023-08-18,614.0,7140.0,4506.0
2023-08-21,627.2,10880.0,5725.0
2023-08-22,618.0,9759.0,6764.0
2023-08-23,619.5,10996.0,6936.0
2023-08-24,610.6,14235.0,7288.0
2023-08-25,616.9,17686.0,8300.0
2023-08-28,620.8,12145.0,8814.0
2023-08-29,618.4,10410.0,9587.0
2023-08-30,626.9,9736.0,9556.0
2023-08-31,626.2,7848.0,9896.0
2023-09-01,636.0,9903.0,10083.0
2023-09-04,643.4,12732.0,11014.0
2023-09-05,649.3,9251.0,9836.0
2023-09-06,663.1,15176.0,9873.0
2023-09-07,669.7,9503.0,10267.0
2023-09-08,665.7,13046.0,10469.0
2023-09-11,667.1,13372.0,11422.0
2023-09-12,674.2,11578.0,11485.0
2023-09-13,684.0,12239.0,11390.0
2023-09-14,687.3,18455.0,11409.0
2023-09-15,693.3,16342.0,11896.0
2023-09-18,693.0,20050.0,12893.0
2023-09-19,688.3,17637.0,13631.0
2023-09-20,679.0,19308.0,13717.0
2023-09-21,673.5,20800.0,13887.0
2023-09-22,682.6,24675.0,14121.0
2023-09-25,680.2,31034.0,14731.0
2023-09-26,671.8,21369.0,15921.0
2023-09-27,690.2,26424.0,17546.0
2023-09-28,705.7,29172.0,18536.0
2023-10-09,645.8,33608.0,17453.0
2023-10-10,647.2,33767.0,17356.0
2023-10-11,651.5,30408.0,17800.0
2023-10-12,640.3,51361.0,19343.0
2023-10-13,648.9,48959.0,19840.0
2023-10-16,672.9,82763.0,23710.0
2023-10-17,668.6,72564.0,25295.0
2023-10-18,681.9,115272.0,27146.0
2023-10-19,683.4,147328.0,28738.0
2023-10-20,695.8,178372.0,32243.0
2023-10-23,685.6,172123.0,30869.0
2023-10-24,677.2,192011.0,29108.0
2023-10-25,661.4,187600.0,31337.0
2023-10-26,668.4,234521.0,29092.0
2023-10-27,670.0,197140.0,27699.0
2023-10-30,667.2,229563.0,25670.0
2023-10-31,653.8,200197.0,29626.0
2023-11-01,646.5,211653.0,29368.0
2023-11-02,649.0,195583.0,29159.0
2023-11-03,656.8,202328.0,27035.0
2023-11-06,645.8,233980.0,28086.0
2023-11-07,623.0,229693.0,29989.0
2023-11-08,607.9,204687.0,29789.0
2023-11-09,594.6,238224.0,30039.0
2023-11-10,596.6,181991.0,28778.0
2023-11-13,594.7,168088.0,27366.0
2023-11-14,604.7,121809.0,23792.0
2023-11-15,603.1,131730.0,19753.0
2023-11-16,588.6,136726.0,18146.0
2023-11-17,562.2,146098.0,14038.0
2023-11-20,582.0,33568.0,7253.0
2023-11-21,585.5,1958.0,6380.0
2023-11-22,588.8,1801.0,4829.0
2023-11-23,574.6,554.0,4449.0
2023-11-24,578.7,2245.0,2320.0
2023-11-27,566.3,687.0,1691.0
2023-11-28,566.5,997.0,886.0
2023-11-29,571.6,673.0,651.0
2023-11-30,575.0,351.0,301.0
