date,open,high,low,close,volume,hold,settle
2020-06-02,424.9,441.4,421.0,425.0,25,9,428.9
2020-06-03,423.1,430.6,423.1,426.0,5,11,426.3
2020-06-04,426.1,431.1,425.0,428.0,5,12,427.3
2020-06-05,433.7,433.7,433.7,433.7,1,12,433.7
2020-06-08,438.9,438.9,424.1,437.0,19,15,431.2
2020-06-09,427.6,435.4,427.6,435.4,3,15,432.8
2020-06-12,430.0,431.5,426.7,431.0,7,16,428.6
2020-06-15,436.9,436.9,427.0,427.0,8,13,433.6
2020-06-16,429.0,435.1,429.0,435.1,7,15,431.2
2020-06-18,443.3,443.3,432.2,432.2,4,13,436.4
2020-06-19,437.3,437.3,437.3,437.3,1,12,437.3
2020-06-22,436.0,436.9,428.8,428.8,7,14,433.3
2020-06-23,428.0,428.0,428.0,428.0,1,13,428.0
2020-06-24,428.0,428.0,428.0,428.0,3,10,428.0
2020-06-29,427.3,428.0,427.3,428.0,2,9,427.6
2020-07-02,429.8,429.8,429.8,429.8,1,9,429.8
2020-07-03,433.9,433.9,433.9,433.9,1,10,433.9
2020-07-07,429.0,432.5,429.0,432.5,2,11,430.7
2020-07-13,429.3,429.3,429.3,429.3,1,11,429.3
2020-07-15,430.0,430.0,430.0,430.0,1,12,430.0
2020-07-16,429.5,429.5,429.5,429.5,1,12,429.5
2020-07-21,428.0,428.0,428.0,428.0,1,12,428.0
2020-07-22,435.0,435.0,435.0,435.0,1,12,435.0
2020-07-28,425.0,425.0,425.0,425.0,1,12,425.0
2020-07-29,425.0,425.0,425.0,425.0,1,12,425.0
2020-07-30,432.5,432.5,432.5,432.5,1,12,432.5
2020-07-31,421.2,427.8,421.0,427.8,5,14,422.7
2020-08-06,435.0,435.0,425.5,425.5,3,13,430.1
2020-08-17,418.0,418.0,418.0,418.0,2,14,418.0
2020-08-21,423.0,423.0,423.0,423.0,1,14,423.0
2020-08-24,423.0,423.0,423.0,423.0,1,15,423.0
2020-08-26,428.0,428.0,428.0,428.0,1,16,428.0
2020-09-09,413.5,413.5,410.0,410.0,2,18,411.7
2020-09-11,416.9,417.9,416.9,417.9,3,20,417.2
2020-09-15,408.0,419.0,408.0,419.0,2,20,413.5
2020-09-16,425.0,425.0,425.0,425.0,1,20,425.0
2020-09-21,418.0,426.9,416.0,420.1,6,19,421.1
2020-09-25,425.0,425.0,403.3,417.5,11,19,415.7
2020-09-29,422.0,422.0,422.0,422.0,1,19,422.0
2020-09-30,422.0,422.0,404.0,404.0,2,18,413.0
2020-10-09,421.0,421.0,421.0,421.0,1,18,421.0
2020-10-29,383.0,401.2,383.0,401.2,2,18,392.1
2020-11-03,392.0,392.6,392.0,392.6,2,17,392.3
2020-11-10,415.0,415.0,415.0,415.0,1,17,415.0
2020-11-12,419.0,419.0,415.0,415.0,3,15,417.6
2020-11-30,410.0,410.0,410.0,410.0,1,15,410.0
2020-12-22,384.8,392.0,378.8,378.8,5,15,386.5
2020-12-29,389.5,389.5,389.5,389.5,1,16,389.5
2021-01-04,396.2,396.2,396.2,396.2,1,15,396.2
2021-01-05,382.8,382.8,382.8,382.8,1,16,382.8
2021-01-07,382.0,382.0,382.0,382.0,1,16,382.0
2021-01-08,382.0,382.0,382.0,382.0,1,15,382.0
2021-01-15,380.0,380.0,380.0,380.0,1,15,380.0
2021-02-02,383.0,383.0,383.0,383.0,1,15,383.0
2021-02-04,379.0,382.5,379.0,382.5,2,15,380.7
2021-02-05,387.5,387.5,387.5,387.5,1,15,387.5
2021-02-09,392.9,392.9,392.9,392.9,1,15,392.9
2021-02-23,410.0,410.0,410.0,410.0,1,15,410.0
2021-02-26,415.1,415.9,415.0,415.1,5,15,415.2
2021-03-02,396.2,396.2,396.2,396.2,1,16,396.2
2021-03-05,424.4,424.4,424.4,424.4,1,15,424.4
2021-03-16,421.6,421.6,421.6,421.6,1,14,421.6
2021-03-17,423.8,423.8,423.8,423.8,1,14,423.8
2021-03-19,411.0,411.0,399.0,399.0,5,14,404.4
2021-03-24,399.9,399.9,399.9,399.9,1,14,399.9
2021-04-15,417.0,417.0,417.0,417.0,1,13,417.0
2021-04-29,425.0,430.0,425.0,430.0,3,12,426.6
2021-04-30,418.9,418.9,418.9,418.9,1,13,418.9
2021-05-12,437.1,437.1,424.4,424.4,2,12,430.7
2021-05-13,424.4,431.6,424.4,431.6,2,11,428.0
2021-05-19,429.6,429.6,418.8,425.1,3,12,424.5
2021-05-20,414.8,418.4,414.8,418.4,2,10,416.6
2021-06-10,422.8,422.8,422.8,422.8,1,11,422.8
